#,payment_id,customer_id,staff_id,rental_id,amount,payment_date,payment_type
8857,23242,58,1,13194,6.99,2007-03-19 13:02:38.996577,card
8858,23241,58,2,12292,8.99,2007-03-18 03:37:20.996577,card
8859,23240,58,1,11416,6.99,2007-03-02 18:12:30.996577,card
8860,23239,58,1,10668,0.99,2007-03-01 15:28:53.996577,card
8861,23238,58,2,10256,4.99,2007-03-01 01:15:37.996577,card
8862,23237,57,2,15871,9.99,2007-03-23 14:52:50.996577,card
8863,23236,57,2,15571,0.99,2007-03-23 03:54:56.996577,card
8864,23235,57,2,13929,9.99,2007-03-20 15:42:14.996577,card
8865,23234,57,2,13743,0.99,2007-03-20 09:19:53.996577,card
8866,23233,57,2,13163,0.99,2007-03-19 11:58:12.996577,card
8867,23232,57,2,12925,5.99,2007-03-19 03:27:27.996577,card
8868,23231,56,2,15702,7.99,2007-03-23 08:51:54.996577,card
8869,23230,56,2,14534,0.99,2007-03-21 13:44:55.996577,card
8870,23229,56,2,14291,3.99,2007-03-21 05:31:31.996577,card
8871,23228,56,1,13769,5.99,2007-03-20 10:12:18.996577,card
8872,23227,56,2,13560,8.99,2007-03-20 02:45:42.996577,card
8873,23226,56,2,12713,4.99,2007-03-18 19:35:54.996577,card
8874,23225,56,2,12537,1.99,2007-03-18 12:35:05.996577,card
8875,23224,56,1,11656,4.99,2007-03-17 03:39:35.996577,card
8876,23223,56,1,11358,5.99,2007-03-02 16:13:28.996577,card
8877,23222,56,1,10946,4.99,2007-03-02 01:49:05.996577,card
8878,23221,56,2,10678,0.99,2007-03-01 15:54:50.996577,card
8879,23220,56,2,10356,6.99,2007-03-01 04:17:43.996577,card
8880,23219,55,1,15296,4.99,2007-03-22 18:05:46.996577,card
8881,23218,55,1,14667,2.99,2007-03-21 18:19:37.996577,card
8882,23217,55,1,13345,6.99,2007-03-19 18:53:50.996577,card
8883,23216,55,2,12972,1.99,2007-03-19 05:11:54.996577,card
8884,23215,55,1,12808,4.99,2007-03-18 23:09:07.996577,card
8885,23214,55,1,12776,4.99,2007-03-18 22:05:59.996577,card
8886,23213,55,2,11287,1.99,2007-03-02 13:18:17.996577,card
8887,23212,54,1,15567,4.99,2007-03-23 03:49:02.996577,card
8888,23211,54,1,15226,10.99,2007-03-22 15:48:43.996577,card
8889,23210,54,1,14215,4.99,2007-03-21 03:02:37.996577,card
8890,23209,54,1,13890,0.99,2007-03-20 14:09:26.996577,card
8891,23208,54,2,13315,2.99,2007-03-19 17:44:44.996577,card
8892,23207,54,2,12872,0.99,2007-03-19 01:26:03.996577,card
8893,23206,54,1,12811,4.99,2007-03-18 23:19:54.996577,card
8894,23205,54,2,12775,5.99,2007-03-18 22:04:22.996577,card
8895,23204,54,1,12526,2.99,2007-03-18 12:17:09.996577,card
8896,23203,54,2,11887,2.99,2007-03-17 13:31:39.996577,card
8897,23202,54,1,11182,4.99,2007-03-02 09:23:40.996577,card
8898,23201,54,1,10956,4.99,2007-03-02 02:01:40.996577,card
8899,23200,54,2,10882,5.99,2007-03-01 23:15:42.996577,card
8900,23199,54,2,10489,5.99,2007-03-01 08:56:08.996577,card
8901,23198,53,2,14811,0.99,2007-03-21 23:37:30.996577,card
8902,23197,53,1,14671,4.99,2007-03-21 18:27:56.996577,card
8903,23196,53,2,14119,5.99,2007-03-20 23:44:25.996577,card
8904,23195,53,2,14091,0.99,2007-03-20 22:39:43.996577,card
8905,23194,53,1,14061,2.99,2007-03-20 21:00:37.996577,card
8906,23193,53,2,13789,2.99,2007-03-20 10:45:04.996577,card
8907,23192,53,1,13049,5.99,2007-03-19 07:54:06.996577,card
8908,23191,53,1,12580,2.99,2007-03-18 14:17:34.996577,card
8909,23190,53,1,12054,5.99,2007-03-17 19:28:22.996577,card
8910,23189,53,1,10594,3.99,2007-03-01 12:43:25.996577,card
8911,23188,52,2,15891,5.99,2007-03-23 15:28:38.996577,card
8912,23187,52,2,14961,6.99,2007-03-22 05:04:16.996577,card
8913,23186,52,1,14822,5.99,2007-03-21 23:49:40.996577,card
8914,23185,52,2,14820,2.99,2007-03-21 23:47:03.996577,card
8915,23184,52,2,13090,5.99,2007-03-19 09:08:20.996577,card
8916,23183,52,2,12520,0.99,2007-03-18 12:11:11.996577,card
8917,23182,52,2,12200,2.99,2007-03-18 00:40:59.996577,card
8918,23181,52,1,11731,3.99,2007-03-17 06:53:01.996577,card
8919,23180,52,1,11068,0.99,2007-03-02 05:36:33.996577,card
8920,23179,52,1,10635,0.99,2007-03-01 14:06:24.996577,card
8921,23178,52,2,10591,0.99,2007-03-01 12:40:55.996577,card
8922,23177,51,1,14903,4.99,2007-03-22 03:00:16.996577,card
8923,23176,51,1,14617,4.99,2007-03-21 16:36:06.996577,card
8924,23175,51,2,14512,4.99,2007-03-21 13:15:35.996577,card
8925,23174,51,2,14221,6.99,2007-03-21 03:18:07.996577,card
8926,23173,51,2,13882,2.99,2007-03-20 13:51:52.996577,card
8927,23172,51,1,13868,0.99,2007-03-20 13:34:52.996577,card
8928,23171,51,1,13302,2.99,2007-03-19 17:22:52.996577,card
8929,23170,51,2,13098,2.99,2007-03-19 09:20:25.996577,card
8930,23169,51,1,12725,4.99,2007-03-18 20:11:35.996577,card
8931,23168,51,1,12184,0.99,2007-03-18 00:04:26.996577,card
8932,23167,51,2,11751,6.99,2007-03-17 07:36:22.996577,card
8933,23166,51,2,11685,4.99,2007-03-17 05:07:42.996577,card
8934,23165,51,1,11302,2.99,2007-03-02 14:06:29.996577,card
8935,23164,51,1,10894,0.99,2007-03-01 23:41:01.996577,card
8936,23163,51,1,10780,2.99,2007-03-01 19:42:50.996577,card
8937,23162,51,2,10244,4.99,2007-03-01 00:48:27.996577,card
8938,23161,50,1,16015,4.99,2007-03-23 19:53:29.996577,card
8939,23160,50,2,15388,6.99,2007-03-22 21:17:49.996577,card
8940,23159,50,2,15138,2.99,2007-03-22 12:04:56.996577,card
8941,23158,50,1,14054,4.99,2007-03-20 20:45:27.996577,card
8942,23157,50,2,13136,7.99,2007-03-19 10:52:49.996577,card
8943,23156,50,1,12766,6.99,2007-03-18 21:53:46.996577,card
8944,23155,50,2,11053,3.99,2007-03-02 04:55:39.996577,card
8945,23154,50,2,10485,7.99,2007-03-01 08:49:00.996577,card
8946,23153,50,2,10261,4.99,2007-03-01 01:26:53.996577,card
8947,23152,49,1,14676,2.99,2007-03-21 18:30:44.996577,card
8948,23151,49,1,14627,6.99,2007-03-21 17:04:20.996577,card
8949,23150,49,2,14168,5.99,2007-03-21 01:28:29.996577,card
8950,23149,49,1,10814,2.99,2007-03-01 21:11:38.996577,card
8951,23148,49,1,10588,2.99,2007-03-01 12:38:47.996577,card
8952,23147,49,1,10266,0.99,2007-03-01 01:34:25.996577,card
8953,23146,48,1,15228,3.99,2007-03-22 15:55:49.996577,card
8954,23145,48,2,14536,2.99,2007-03-21 13:51:16.996577,card
8955,23144,48,2,14450,1.99,2007-03-21 10:49:51.996577,card
8956,23143,48,2,10276,2.99,2007-03-01 01:50:49.996577,card
8957,23142,47,2,15846,2.99,2007-03-23 14:07:44.996577,card
8958,23141,47,1,14397,0.99,2007-03-21 08:54:22.996577,card
8959,23140,47,2,12274,7.99,2007-03-18 03:10:13.996577,card
8960,23139,47,1,12215,7.99,2007-03-18 01:04:05.996577,card
8961,23138,47,2,11477,5.99,2007-03-02 20:37:27.996577,card
8962,23137,47,1,11126,0.99,2007-03-02 07:27:30.996577,card
8963,23136,46,1,15758,5.99,2007-03-23 11:15:52.996577,card
8964,23135,46,1,15708,0.99,2007-03-23 09:04:17.996577,card
8965,23134,46,1,15438,2.99,2007-03-22 23:00:23.996577,card
8966,23133,46,1,14940,4.99,2007-03-22 04:22:29.996577,card
8967,23132,46,2,14528,6.99,2007-03-21 13:36:31.996577,card
8968,23131,46,2,14144,4.99,2007-03-21 00:39:23.996577,card
8969,23130,46,1,13226,0.99,2007-03-19 14:34:02.996577,card
8970,23129,46,2,12455,4.99,2007-03-18 09:48:13.996577,card
8971,23128,46,1,12298,2.99,2007-03-18 03:58:57.996577,card
8972,23127,46,2,12280,4.99,2007-03-18 03:17:53.996577,card
8973,23126,46,2,12238,2.99,2007-03-18 01:53:34.996577,card
8974,23125,46,2,12095,4.99,2007-03-17 21:01:03.996577,card
8975,23124,46,1,11721,0.99,2007-03-17 06:17:43.996577,card
8976,23123,46,1,10827,5.99,2007-03-01 21:41:26.996577,card
8977,23122,46,1,10803,4.99,2007-03-01 20:50:33.996577,card
8978,23121,46,2,10428,4.99,2007-03-01 06:58:37.996577,card
8979,23120,45,2,16037,7.99,2007-03-23 20:41:30.996577,card
8980,23119,45,1,15812,10.99,2007-03-23 13:15:52.996577,card
8981,23118,45,1,14576,6.99,2007-03-21 15:20:29.996577,card
8982,23117,45,2,13394,4.99,2007-03-19 20:33:45.996577,card
8983,23116,45,1,13340,3.99,2007-03-19 18:47:05.996577,card
8984,23115,45,1,11725,2.99,2007-03-17 06:37:26.996577,card
8985,23114,45,2,11488,3.99,2007-03-02 21:03:41.996577,card
8986,23113,45,2,11483,2.99,2007-03-02 20:56:48.996577,card
8987,23112,45,1,11029,4.99,2007-03-02 04:19:36.996577,card
8988,23111,45,1,11004,8.99,2007-03-02 03:32:44.996577,card
8989,23110,45,2,10878,6.99,2007-03-01 23:01:38.996577,card
8990,23109,45,1,10507,2.99,2007-03-01 09:50:46.996577,card
8991,23108,44,2,15054,2.99,2007-03-22 08:42:59.996577,card
8992,23107,44,2,12982,4.99,2007-03-19 05:35:00.996577,card
8993,23106,44,1,12790,6.99,2007-03-18 22:45:20.996577,card
8994,23105,44,1,12504,4.99,2007-03-18 11:45:33.996577,card
8995,23104,44,2,12345,3.99,2007-03-18 05:45:24.996577,card
8996,23103,44,1,11364,2.99,2007-03-02 16:22:02.996577,card
8997,23102,43,2,15945,2.99,2007-03-23 17:20:07.996577,card
8998,23101,43,2,15800,6.99,2007-03-23 12:52:10.996577,card
8999,23100,43,2,15155,4.99,2007-03-22 12:56:12.996577,card
9000,23099,43,2,14837,4.99,2007-03-22 00:23:18.996577,card
9001,23098,43,1,14649,4.99,2007-03-21 17:47:47.996577,card
9002,23097,43,1,14244,2.99,2007-03-21 03:58:21.996577,card
9003,23096,43,1,11753,4.99,2007-03-17 07:40:18.996577,card
9004,23095,42,1,15442,2.99,2007-03-22 23:11:15.996577,card
9005,23094,42,1,14461,7.99,2007-03-21 11:18:59.996577,card
9006,23093,42,2,12499,2.99,2007-03-18 11:34:03.996577,card
9007,23092,42,1,12478,4.99,2007-03-18 10:53:42.996577,card
9008,23091,42,1,10935,5.99,2007-03-02 01:23:19.996577,card
9009,23090,42,2,10845,2.99,2007-03-01 22:15:29.996577,card
9010,23089,42,2,10345,2.99,2007-03-01 03:47:22.996577,card
9011,23088,41,2,15860,4.99,2007-03-23 14:37:06.996577,card
9012,23087,41,2,14539,7.99,2007-03-21 13:58:13.996577,card
9013,23086,41,2,12821,0.99,2007-03-18 23:35:28.996577,card
9014,23085,41,2,12173,3.99,2007-03-17 23:37:00.996577,card
9015,23084,41,2,12147,2.99,2007-03-17 22:38:46.996577,card
9016,23083,41,1,10853,5.99,2007-03-01 22:29:20.996577,card
9017,23082,41,2,10495,4.99,2007-03-01 09:14:17.996577,card
9018,23081,40,1,15193,2.99,2007-03-22 14:35:15.996577,card
9019,23080,40,1,14260,6.99,2007-03-21 04:29:34.996577,card
9020,23079,40,1,13951,2.99,2007-03-20 16:26:37.996577,card
9021,23078,40,1,13840,5.99,2007-03-20 12:51:46.996577,card
9022,23077,40,1,13376,0.99,2007-03-19 20:00:11.996577,card
9023,23076,40,1,13149,6.99,2007-03-19 11:35:38.996577,card
9024,23075,40,2,12877,2.99,2007-03-19 01:45:24.996577,card
9025,23074,40,2,12396,9.99,2007-03-18 07:39:49.996577,card
9026,23073,40,2,11948,3.99,2007-03-17 15:39:31.996577,card
9027,23072,40,2,11919,0.99,2007-03-17 14:37:15.996577,card
9028,23071,40,1,10442,2.99,2007-03-01 07:26:34.996577,card
9029,23070,39,2,15124,5.99,2007-03-22 11:20:04.996577,card
9030,23069,39,2,13101,7.99,2007-03-19 09:30:20.996577,card
9031,23068,39,2,12459,4.99,2007-03-18 09:53:37.996577,card
9032,23067,39,2,12268,0.99,2007-03-18 02:55:20.996577,card
9033,23066,39,1,10639,9.99,2007-03-01 14:13:09.996577,card
9034,23065,39,2,10630,0.99,2007-03-01 14:03:12.996577,card
9035,23064,39,2,10269,4.99,2007-03-01 01:37:52.996577,card
9036,23063,39,1,10251,4.99,2007-03-01 01:07:38.996577,card
9037,23062,38,1,15738,5.99,2007-03-23 10:24:16.996577,card
9038,23061,38,1,15668,2.99,2007-03-23 07:30:30.996577,card
9039,23060,38,1,14787,6.99,2007-03-21 22:54:25.996577,card
9040,23059,38,2,14632,2.99,2007-03-21 17:16:32.996577,card
9041,23058,38,1,14554,4.99,2007-03-21 14:31:27.996577,card
9042,23057,38,2,12187,1.99,2007-03-18 00:14:16.996577,card
9043,23056,38,2,12092,0.99,2007-03-17 20:56:41.996577,card
9044,23055,38,1,11817,4.99,2007-03-17 10:48:27.996577,card
9045,23054,38,1,11344,2.99,2007-03-02 15:41:52.996577,card
9046,23053,38,2,11049,3.99,2007-03-02 04:44:06.996577,card
9047,23052,38,2,10524,6.99,2007-03-01 10:21:38.996577,card
9048,23051,37,2,16035,0.99,2007-03-23 20:36:30.996577,card
9049,23050,37,1,15904,0.99,2007-03-23 16:00:45.996577,card
9050,23049,37,1,15028,3.99,2007-03-22 07:32:10.996577,card
9051,23048,37,2,14532,2.99,2007-03-21 13:43:29.996577,card
9052,23047,37,1,14084,0.99,2007-03-20 22:11:12.996577,card
9053,23046,37,2,14025,8.99,2007-03-20 19:48:02.996577,card
9054,23045,37,2,13493,3.99,2007-03-20 00:02:02.996577,card
9055,23044,37,2,13444,0.99,2007-03-19 22:28:50.996577,card
9056,23043,37,2,13147,4.99,2007-03-19 11:23:35.996577,card
9057,23042,37,1,13046,7.99,2007-03-19 07:49:36.996577,card
9058,23041,37,1,11176,3.99,2007-03-02 09:08:09.996577,card
9059,23040,37,1,10538,2.99,2007-03-01 10:51:07.996577,card
9060,23039,36,2,15657,4.99,2007-03-23 07:11:06.996577,card
9061,23038,36,1,14647,9.99,2007-03-21 17:43:59.996577,card
9062,23037,36,1,13674,4.99,2007-03-20 06:59:20.996577,card
9063,23036,36,2,13564,1.99,2007-03-20 03:03:12.996577,card
9064,23035,36,2,13562,2.99,2007-03-20 03:00:11.996577,card
9065,23034,36,1,11813,4.99,2007-03-17 10:35:20.996577,card
9066,23033,36,2,11616,4.99,2007-03-17 02:28:27.996577,card
9067,23032,36,2,10964,6.99,2007-03-02 02:24:49.996577,card
9068,23031,36,1,10963,0.99,2007-03-02 02:16:43.996577,card
9069,23030,36,2,10761,2.99,2007-03-01 18:54:01.996577,card
9070,23029,36,2,10525,2.99,2007-03-01 10:21:43.996577,card
9071,23028,35,2,14735,4.99,2007-03-21 20:53:35.996577,card
9072,23027,35,2,14124,2.99,2007-03-21 00:00:17.996577,card
9073,23026,35,1,14110,0.99,2007-03-20 23:21:35.996577,card
9074,23025,35,1,13735,2.99,2007-03-20 08:59:27.996577,card
9075,23024,35,1,12055,4.99,2007-03-17 19:30:45.996577,card
9076,23023,35,1,11645,4.99,2007-03-17 03:19:22.996577,card
9077,23022,35,1,11452,7.99,2007-03-02 19:28:18.996577,card
9078,23021,35,1,11298,1.99,2007-03-02 14:00:58.996577,card
9079,23020,34,2,14701,7.99,2007-03-21 19:22:58.996577,card
9080,23019,34,1,14686,5.99,2007-03-21 19:00:34.996577,card
9081,23018,34,2,13949,2.99,2007-03-20 16:23:39.996577,card
9082,23017,34,1,13371,4.99,2007-03-19 19:50:13.996577,card
9083,23016,34,1,12651,0.99,2007-03-18 17:04:42.996577,card
9084,23015,34,1,12599,2.99,2007-03-18 15:11:11.996577,card
9085,23014,34,2,12286,2.99,2007-03-18 03:26:25.996577,card
9086,23013,34,2,11701,4.99,2007-03-17 05:44:13.996577,card
9087,23012,34,1,11505,2.99,2007-03-16 21:47:13.996577,card
9088,23011,34,2,11096,0.99,2007-03-02 06:33:45.996577,card
9089,23010,34,1,10615,4.99,2007-03-01 13:26:40.996577,card
9090,23009,34,1,10523,0.99,2007-03-01 10:20:58.996577,card
9091,23008,33,2,15115,2.99,2007-03-22 10:56:27.996577,card
9092,23007,33,1,15096,5.99,2007-03-22 10:11:30.996577,card
9093,23006,33,1,14623,0.99,2007-03-21 16:57:39.996577,card
9094,23005,33,1,14002,0.99,2007-03-20 18:40:45.996577,card
9095,23004,33,1,13958,7.99,2007-03-20 16:40:10.996577,card
9096,23003,33,1,13858,2.99,2007-03-20 13:19:23.996577,card
9097,23002,33,1,13241,7.99,2007-03-19 14:53:26.996577,card
9098,23001,33,1,10870,4.99,2007-03-01 22:55:38.996577,card
9099,23000,33,2,10335,2.99,2007-03-01 03:27:56.996577,card
9100,22999,32,2,14570,5.99,2007-03-21 15:00:58.996577,card
9101,22998,32,1,14075,0.99,2007-03-20 21:47:20.996577,card
9102,22997,32,1,13931,1.99,2007-03-20 15:44:36.996577,card
9103,22996,32,1,13736,8.99,2007-03-20 08:59:49.996577,card
9104,22995,32,2,12414,9.99,2007-03-18 08:19:06.996577,card
9105,22994,32,2,11831,4.99,2007-03-17 11:23:13.996577,card
9106,22993,32,1,11135,4.99,2007-03-02 07:50:51.996577,card
9107,22992,31,2,15816,6.99,2007-03-23 13:26:32.996577,card
9108,22991,31,2,15682,6.99,2007-03-23 08:06:00.996577,card
9109,22990,31,1,12377,0.99,2007-03-18 06:54:31.996577,card
9110,22989,31,2,12085,4.99,2007-03-17 20:45:35.996577,card
9111,22988,30,2,15829,2.99,2007-03-23 13:45:40.996577,card
9112,22987,30,1,15544,4.99,2007-03-23 02:46:22.996577,card
9113,22986,30,1,15063,4.99,2007-03-22 09:08:17.996577,card
9114,22985,30,1,14585,2.99,2007-03-21 15:46:59.996577,card
9115,22984,30,1,14339,0.99,2007-03-21 07:05:41.996577,card
9116,22983,30,1,13682,4.99,2007-03-20 07:19:05.996577,card
9117,22982,30,1,13435,0.99,2007-03-19 22:04:10.996577,card
9118,22981,30,2,12758,0.99,2007-03-18 21:27:00.996577,card
9119,22980,30,1,12546,2.99,2007-03-18 12:58:03.996577,card
9120,22979,30,1,12240,2.99,2007-03-18 01:55:37.996577,card
9121,22978,30,1,10235,6.99,2007-03-01 00:26:14.996577,card
9122,22977,29,1,14997,5.99,2007-03-22 06:21:26.996577,card
9123,22976,29,1,14985,7.99,2007-03-22 06:04:22.996577,card
9124,22975,29,1,14703,4.99,2007-03-21 19:29:45.996577,card
9125,22974,29,1,14174,0.99,2007-03-21 01:30:11.996577,card
9126,22973,29,1,13832,3.99,2007-03-20 12:28:51.996577,card
9127,22972,29,2,13777,2.99,2007-03-20 10:32:01.996577,card
9128,22971,29,1,13436,0.99,2007-03-19 22:04:51.996577,card
9129,22970,29,2,13173,2.99,2007-03-19 12:19:02.996577,card
9130,22969,29,2,12615,6.99,2007-03-18 15:44:33.996577,card
9131,22968,29,2,12569,6.99,2007-03-18 13:49:12.996577,card
9132,22967,29,1,12508,2.99,2007-03-18 11:48:39.996577,card
9133,22966,29,1,12488,4.99,2007-03-18 11:16:48.996577,card
9134,22965,29,2,11962,2.99,2007-03-17 16:03:04.996577,card
9135,22964,29,1,11079,4.99,2007-03-02 05:57:36.996577,card
9136,22963,29,2,10899,1.99,2007-03-01 23:58:47.996577,card
9137,22962,29,1,10543,5.99,2007-03-01 11:04:35.996577,card
9138,22961,28,1,15491,2.99,2007-03-23 00:37:06.996577,card
9139,22960,28,1,15445,4.99,2007-03-22 23:16:55.996577,card
9140,22959,28,2,14540,2.99,2007-03-21 14:02:49.996577,card
9141,22958,28,2,13783,4.99,2007-03-20 10:39:29.996577,card
9142,22957,28,1,12708,2.99,2007-03-18 19:27:43.996577,card
9143,22956,28,1,12359,0.99,2007-03-18 06:12:31.996577,card
9144,22955,28,2,12190,2.99,2007-03-18 00:23:10.996577,card
9145,22954,28,1,11856,3.99,2007-03-17 12:13:15.996577,card
9146,22953,28,1,11444,2.99,2007-03-02 19:01:21.996577,card
9147,22952,28,2,10294,6.99,2007-03-01 02:16:38.996577,card
9148,22951,27,1,15048,0.99,2007-03-22 08:28:30.996577,card
9149,22950,27,2,13816,4.99,2007-03-20 11:42:22.996577,card
9150,22949,27,1,12531,2.99,2007-03-18 12:26:16.996577,card
9151,22948,27,2,12461,0.99,2007-03-18 09:56:40.996577,card
9152,22947,27,2,12021,5.99,2007-03-17 18:21:09.996577,card
9153,22946,27,2,11740,6.99,2007-03-17 07:16:57.996577,card
9154,22945,27,1,11661,8.99,2007-03-17 03:54:23.996577,card
9155,22944,27,1,11234,0.99,2007-03-02 11:40:43.996577,card
9156,22943,27,1,10852,4.99,2007-03-01 22:28:59.996577,card
9157,22942,27,1,10794,7.99,2007-03-01 20:19:41.996577,card
9158,22941,26,1,15722,7.99,2007-03-23 09:44:55.996577,card
9159,22940,26,1,15384,2.99,2007-03-22 21:03:10.996577,card
9160,22939,26,1,14677,7.99,2007-03-21 18:40:56.996577,card
9161,22938,26,2,14603,1.99,2007-03-21 16:19:32.996577,card
9162,22937,26,2,14192,8.99,2007-03-21 02:06:08.996577,card
9163,22936,26,2,14183,4.99,2007-03-21 01:52:55.996577,card
9164,22935,26,2,13111,4.99,2007-03-19 09:53:36.996577,card
9165,22934,26,1,11744,5.99,2007-03-17 07:22:56.996577,card
9166,22933,26,1,11338,0.99,2007-03-02 15:28:38.996577,card
9167,22932,26,2,11314,2.99,2007-03-02 14:32:34.996577,card
9168,22931,26,1,10996,3.99,2007-03-02 03:16:37.996577,card
9169,22930,26,1,10386,3.99,2007-03-01 05:10:46.996577,card
9170,22929,25,1,15972,5.99,2007-03-23 18:28:56.996577,card
9171,22928,25,1,15512,0.99,2007-03-23 01:25:56.996577,card
9172,22927,25,1,14236,4.99,2007-03-21 03:41:42.996577,card
9173,22926,25,1,14193,4.99,2007-03-21 02:06:53.996577,card
9174,22925,25,1,12922,0.99,2007-03-19 03:17:14.996577,card
9175,22924,25,1,11642,0.99,2007-03-17 03:16:31.996577,card
9176,22923,25,1,10916,2.99,2007-03-02 00:34:25.996577,card
9177,22922,25,2,10860,2.99,2007-03-01 22:40:58.996577,card
9178,22921,25,1,10324,5.99,2007-03-01 03:17:32.996577,card
9179,22920,24,2,15357,4.99,2007-03-22 19:57:25.996577,card
9180,22919,24,1,13247,0.99,2007-03-19 15:14:25.996577,card
9181,22918,24,2,13058,4.99,2007-03-19 08:09:19.996577,card
9182,22917,24,1,12999,1.99,2007-03-19 06:03:19.996577,card
9183,22916,24,1,12745,2.99,2007-03-18 20:51:11.996577,card
9184,22915,24,2,12165,8.99,2007-03-17 23:22:03.996577,card
9185,22914,24,2,11546,2.99,2007-03-16 23:26:02.996577,card
9186,22913,24,1,11209,2.99,2007-03-02 10:38:11.996577,card
9187,22912,24,2,10491,2.99,2007-03-01 09:06:53.996577,card
9188,22911,23,2,14482,2.99,2007-03-21 12:11:11.996577,card
9189,22910,23,2,13557,0.99,2007-03-20 02:41:07.996577,card
9190,22909,23,2,13511,0.99,2007-03-20 00:50:06.996577,card
9191,22908,23,2,13429,6.99,2007-03-19 21:54:03.996577,card
9192,22907,23,2,13331,4.99,2007-03-19 18:28:51.996577,card
9193,22906,23,2,13290,2.99,2007-03-19 17:00:16.996577,card
9194,22905,23,2,11501,2.99,2007-03-16 21:33:19.996577,card
9195,22904,23,1,10898,2.99,2007-03-01 23:58:23.996577,card
9196,22903,22,1,15793,4.99,2007-03-23 12:34:45.996577,card
9197,22902,22,1,15658,4.99,2007-03-23 07:17:09.996577,card
9198,22901,22,1,15589,6.99,2007-03-23 04:31:57.996577,card
9199,22900,22,1,15134,7.99,2007-03-22 11:46:51.996577,card
9200,22899,22,1,14564,6.99,2007-03-21 14:53:09.996577,card
9201,22898,22,1,14056,2.99,2007-03-20 20:47:19.996577,card
9202,22897,22,2,13060,9.99,2007-03-19 08:11:51.996577,card
9203,22896,22,2,12809,0.99,2007-03-18 23:10:50.996577,card
9204,22895,22,1,12124,2.99,2007-03-17 21:51:12.996577,card
9205,22894,22,1,12023,5.99,2007-03-17 18:23:20.996577,card
9206,22893,21,1,14869,4.99,2007-03-22 01:48:52.996577,card
9207,22892,21,2,14446,2.99,2007-03-21 10:39:07.996577,card
9208,22891,21,2,14161,2.99,2007-03-21 01:20:25.996577,card
9209,22890,21,2,14077,8.99,2007-03-20 21:52:33.996577,card
9210,22889,21,1,13740,4.99,2007-03-20 09:17:09.996577,card
9211,22888,21,1,13699,9.99,2007-03-20 07:54:40.996577,card
9212,22887,21,1,13463,8.99,2007-03-19 23:19:20.996577,card
9213,22886,21,1,13411,4.99,2007-03-19 21:12:04.996577,card
9214,22885,21,2,13399,4.99,2007-03-19 20:37:54.996577,card
9215,22884,21,1,13381,2.99,2007-03-19 20:06:23.996577,card
9216,22883,21,1,12774,6.99,2007-03-18 22:02:48.996577,card
9217,22882,21,2,12660,4.99,2007-03-18 17:35:49.996577,card
9218,22881,21,2,12131,2.99,2007-03-17 22:02:42.996577,card
9219,22880,21,2,11970,0.99,2007-03-17 16:21:35.996577,card
9220,22879,21,2,11072,0.99,2007-03-02 05:39:23.996577,card
9221,22878,21,1,10734,0.99,2007-03-01 17:57:13.996577,card
9222,22877,21,2,10570,4.99,2007-03-01 11:51:32.996577,card
9223,22876,20,1,15460,2.99,2007-03-22 23:39:08.996577,card
9224,22875,20,2,15248,0.99,2007-03-22 16:21:32.996577,card
9225,22874,20,1,15161,1.99,2007-03-22 13:05:48.996577,card
9226,22873,20,2,15057,6.99,2007-03-22 08:48:24.996577,card
9227,22872,20,2,14613,2.99,2007-03-21 16:31:46.996577,card
9228,22871,20,2,13317,2.99,2007-03-19 17:54:08.996577,card
9229,22870,20,1,13137,4.99,2007-03-19 10:54:58.996577,card
9230,22869,20,2,13036,4.99,2007-03-19 07:17:03.996577,card
9231,22868,20,1,12180,0.99,2007-03-17 23:56:41.996577,card
9232,22867,20,1,11821,0.99,2007-03-17 10:56:21.996577,card
9233,22866,20,1,10954,1.99,2007-03-02 01:58:50.996577,card
9234,22865,20,1,10616,7.99,2007-03-01 13:28:16.996577,card
9235,22864,20,2,10284,4.99,2007-03-01 02:01:45.996577,card
9236,22863,19,2,15529,0.99,2007-03-23 02:15:13.996577,card
9237,22862,19,1,15047,2.99,2007-03-22 08:25:42.996577,card
9238,22861,19,1,14101,4.99,2007-03-20 23:01:29.996577,card
9239,22860,19,2,13804,8.99,2007-03-20 11:14:58.996577,card
9240,22859,19,1,13718,8.99,2007-03-20 08:22:10.996577,card
9241,22858,19,2,12357,2.99,2007-03-18 06:09:18.996577,card
9242,22857,19,1,12211,9.99,2007-03-18 00:59:44.996577,card
9243,22856,19,1,11869,5.99,2007-03-17 12:38:48.996577,card
9244,22855,19,2,11508,8.99,2007-03-16 21:56:02.996577,card
9245,22854,18,2,13490,0.99,2007-03-19 23:57:55.996577,card
9246,22853,18,2,12333,0.99,2007-03-18 05:20:05.996577,card
9247,22852,18,2,11439,4.99,2007-03-02 18:51:11.996577,card
9248,22851,18,2,11094,4.99,2007-03-02 06:31:28.996577,card
9249,22850,18,2,10721,1.99,2007-03-01 17:33:44.996577,card
9250,22849,18,1,10682,4.99,2007-03-01 16:01:19.996577,card
9251,22848,17,2,15752,5.99,2007-03-23 11:10:04.996577,card
9252,22847,17,1,14346,2.99,2007-03-21 07:10:52.996577,card
9253,22846,17,2,14326,2.99,2007-03-21 06:44:07.996577,card
9254,22845,17,1,14040,2.99,2007-03-20 20:12:10.996577,card
9255,22844,17,1,13732,2.99,2007-03-20 08:53:07.996577,card
